Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End	MP ID	Term
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0009937	abnormal neuron differentiation
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0010069	increased serotonin level
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0011110	preweaning lethality, incomplete penetrance
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0013908	small lateral ventricles
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0030644	increased circulating methionine level
Tdo2	current symbol	MGI:1928486	3	-	81865719	81883035	MP:0030703	increased circulating threonine level
Cps1	current symbol	MGI:891996	1	+	67162185	67270418	MP:0000222	decreased neutrophil cell number
Cps1	current symbol	MGI:891996	1	+	67162185	67270418	MP:0001556	increased circulating HDL cholesterol level
Cps1	current symbol	MGI:891996	1	+	67162185	67270418	MP:0005013	increased lymphocyte cell number
Cps1	current symbol	MGI:891996	1	+	67162185	67270418	MP:0005178	increased circulating cholesterol level
Cps1	current symbol	MGI:891996	1	+	67162185	67270418	MP:0005309	increased circulating ammonia level
Cps1	current symbol	MGI:891996	1	+	67162185	67270418	MP:0005505	thrombocytosis
Cps1	current symbol	MGI:891996	1	+	67162185	67270418	MP:0005628	decreased circulating potassium level
Cps1	current symbol	MGI:891996	1	+	67162185	67270418	MP:0010052	increased grip strength
Cps1	current symbol	MGI:891996	1	+	67162185	67270418	MP:0011085	postnatal lethality, complete penetrance
Cps1	current symbol	MGI:891996	1	+	67162185	67270418	MP:0011100	preweaning lethality, complete penetrance
Apoc4	current symbol	MGI:87878	7	-	19412009	19415385	MP:0000186	decreased circulating HDL cholesterol level
Apoc4	current symbol	MGI:87878	7	-	19412009	19415385	MP:0000218	increased leukocyte cell number
Apoc4	current symbol	MGI:87878	7	-	19412009	19415385	MP:0001303	abnormal lens morphology
Apoc4	current symbol	MGI:87878	7	-	19412009	19415385	MP:0001417	decreased exploration in new environment
Apoc4	current symbol	MGI:87878	7	-	19412009	19415385	MP:0001552	increased circulating triglyceride level
Apoc4	current symbol	MGI:87878	7	-	19412009	19415385	MP:0002941	increased circulating alanine transaminase level
Apoc4	current symbol	MGI:87878	7	-	19412009	19415385	MP:0002968	increased circulating alkaline phosphatase level
Apoc4	current symbol	MGI:87878	7	-	19412009	19415385	MP:0003020	decreased circulating chloride level
Apoc4	current symbol	MGI:87878	7	-	19412009	19415385	MP:0005179	decreased circulating cholesterol level
Apoc4	current symbol	MGI:87878	7	-	19412009	19415385	MP:0005293	impaired glucose tolerance
Apoc4	current symbol	MGI:87878	7	-	19412009	19415385	MP:0005641	increased mean corpuscular hemoglobin concentration
Cgref1	current symbol	MGI:1915817	5	-	31090487	31102824	MP:0000218	increased leukocyte cell number
Cgref1	current symbol	MGI:1915817	5	-	31090487	31102824	MP:0001529	abnormal vocalization
Cgref1	current symbol	MGI:1915817	5	-	31090487	31102824	MP:0002075	abnormal coat/hair pigmentation
Cgref1	current symbol	MGI:1915817	5	-	31090487	31102824	MP:0002966	decreased circulating alkaline phosphatase level
Mup1	current symbol	MGI:97233	4	-	60454011	60457959	
Orm1	current symbol	MGI:97443	4	+	63262797	63266400	MP:0004145	abnormal muscle electrophysiology
Orm1	current symbol	MGI:97443	4	+	63262797	63266400	MP:0012106	impaired exercise endurance
Hsd3b7	current symbol	MGI:2141879	7	+	127399781	127402975	MP:0001192	scaly skin
Hsd3b7	current symbol	MGI:2141879	7	+	127399781	127402975	MP:0001197	oily skin
Hsd3b7	current symbol	MGI:2141879	7	+	127399781	127402975	MP:0001732	postnatal growth retardation
Hsd3b7	current symbol	MGI:2141879	7	+	127399781	127402975	MP:0002644	decreased circulating triglyceride level
Hsd3b7	current symbol	MGI:2141879	7	+	127399781	127402975	MP:0002647	decreased intestinal cholesterol absorption
Hsd3b7	current symbol	MGI:2141879	7	+	127399781	127402975	MP:0005278	abnormal cholesterol homeostasis
Hsd3b7	current symbol	MGI:2141879	7	+	127399781	127402975	MP:0005281	increased fatty acids level
Hsd3b7	current symbol	MGI:2141879	7	+	127399781	127402975	MP:0005365	abnormal bile salt homeostasis
Hsd3b7	current symbol	MGI:2141879	7	+	127399781	127402975	MP:0009355	increased liver triglyceride level
Hsd3b7	current symbol	MGI:2141879	7	+	127399781	127402975	MP:0011085	postnatal lethality, complete penetrance
Slc22a18	current symbol	MGI:1336884	7	+	143027473	143053071	
Anxa13	current symbol	MGI:1917037	15	-	58204867	58261093	
Kynu	current symbol	MGI:1918039	2	+	43445341	43572734	MP:0000111	cleft palate
Kynu	current symbol	MGI:1918039	2	+	43445341	43572734	MP:0000137	abnormal vertebrae morphology
Kynu	current symbol	MGI:1918039	2	+	43445341	43572734	MP:0000266	abnormal heart morphology
Kynu	current symbol	MGI:1918039	2	+	43445341	43572734	MP:0000564	syndactyly
Kynu	current symbol	MGI:1918039	2	+	43445341	43572734	MP:0000576	clubfoot
Kynu	current symbol	MGI:1918039	2	+	43445341	43572734	MP:0001417	decreased exploration in new environment
Kynu	current symbol	MGI:1918039	2	+	43445341	43572734	MP:0001672	abnormal embryo development
Kynu	current symbol	MGI:1918039	2	+	43445341	43572734	MP:0002989	small kidney
Kynu	current symbol	MGI:1918039	2	+	43445341	43572734	MP:0003718	maternal effect
Kynu	current symbol	MGI:1918039	2	+	43445341	43572734	MP:0005344	increased circulating bilirubin level
Kynu	current symbol	MGI:1918039	2	+	43445341	43572734	MP:0013242	abnormal amino acid metabolism
Ostb		No associated gene					
Slc18a1	current symbol	MGI:106684	8	-	69490363	69541887	MP:0001458	abnormal object recognition memory
Slc18a1	current symbol	MGI:106684	8	-	69490363	69541887	MP:0003203	increased neuron apoptosis
Slc18a1	current symbol	MGI:106684	8	-	69490363	69541887	MP:0009967	abnormal neuron proliferation
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000111	cleft palate
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000195	decreased circulating calcium level
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000276	heart right ventricle hypertrophy
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000352	decreased cell proliferation
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000445	short snout
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000519	hydronephrosis
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000585	kinked tail
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000783	abnormal forebrain morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000787	abnormal telencephalon morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000788	abnormal cerebral cortex morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000819	abnormal olfactory bulb morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000820	abnormal choroid plexus morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000821	choroid plexus hyperplasia
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000823	abnormal lateral ventricle morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000830	abnormal diencephalon morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000914	exencephaly
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0000936	small embryonic telencephalon
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001123	dilated uterus
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001146	abnormal testis morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001177	atelectasis
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001183	overexpanded pulmonary alveolus
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001293	anophthalmia
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001296	macrophthalmia
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001297	microphthalmia
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001303	abnormal lens morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001330	abnormal optic nerve morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001405	impaired coordination
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001575	cyanosis
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001698	decreased embryo size
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001775	abnormal selenium level
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001823	thymus hypoplasia
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001953	respiratory failure
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001958	emphysema
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0001963	abnormal hearing physiology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002092	abnormal eye morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002133	abnormal respiratory system physiology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002152	abnormal brain morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002196	absent corpus callosum
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002621	delayed neural tube closure
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002625	heart left ventricle hypertrophy
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002633	persistent truncus arteriosis
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002639	micrognathia
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002698	abnormal sclera morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002741	small olfactory bulb
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002781	increased circulating testosterone level
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002896	abnormal bone mineralization
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002904	increased circulating parathyroid hormone level
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002962	increased urine protein level
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0002998	abnormal bone remodeling
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0003052	omphalocele
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0003101	high myopia
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0003102	sclera thinning
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0003232	abnormal forebrain development
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0003451	absent olfactory bulb
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0003509	increased circulating dihydrotestosterone level
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0003638	abnormal response/metabolism to endogenous compounds
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0003675	kidney cyst
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0003830	abnormal testis development
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0003878	abnormal ear physiology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0004056	abnormal myocardium compact layer morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0004113	abnormal aortic arch morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0004158	right aortic arch
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0004261	abnormal embryonic neuroepithelium morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0004366	abnormal strial marginal cell morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0004748	increased susceptibility to age-related hearing loss
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0004756	abnormal proximal convoluted tubule morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0004872	absent nasal septum
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0004992	increased bone resorption
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0005103	abnormal retina pigmentation
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0005157	holoprosencephaly
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0005195	abnormal posterior eye segment morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0005201	abnormal retina pigment epithelium morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0005257	abnormal intraocular pressure
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0005274	abnormal viscerocranium morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0006042	increased apoptosis
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0006073	abnormal retina bipolar cell morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0006197	ocular hypotelorism
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0006241	abnormal placement of pupils
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0006309	decreased retina ganglion cell number
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0006325	impaired hearing
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0006357	abnormal circulating mineral level
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0008143	abnormal dendrite morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0008511	decreased retina inner nuclear layer thickness
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0008513	thin retina inner plexiform layer
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0008515	thin retina outer nuclear layer
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0009267	abnormal cerebellum fissure morphology
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0009445	osteomalacia
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0009643	abnormal urine homeostasis
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0009708	vaginal septum
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0010107	abnormal renal reabsorption
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0010124	decreased bone mineral content
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0010146	umbilical hernia
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0010402	ventricular septal defect
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0010418	perimembraneous ventricular septal defect
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0010420	muscular ventricular septal defect
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0010466	vascular ring
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0011089	perinatal lethality, complete penetrance
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0011090	perinatal lethality, incomplete penetrance
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0011228	abnormal vitamin D level
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0011555	increased urine microglobulin level
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0011603	decreased glutathione peroxidase activity
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0011661	persistent truncus arteriosus type i
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0011770	increased urine selenium level
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0011965	decreased total retina thickness
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0011967	increased or absent threshold for auditory brainstem response
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0030005	increased retina apoptosis
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0030046	round forehead
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0030047	flat forehead
Lrp2	current symbol	MGI:95794	2	-	69254679	69416373	MP:0031286	unilateral cryptorchism
Slc22a1	current symbol	MGI:108111	17	-	12867756	12894716	MP:0000609	abnormal liver physiology
Slc22a1	current symbol	MGI:108111	17	-	12867756	12894716	MP:0001663	abnormal digestive system physiology
Slc22a1	current symbol	MGI:108111	17	-	12867756	12894716	MP:0002139	abnormal hepatobiliary system physiology
Slc22a1	current symbol	MGI:108111	17	-	12867756	12894716	MP:0006273	abnormal urine organic cation level
Slc22a1	current symbol	MGI:108111	17	-	12867756	12894716	MP:0008872	abnormal physiological response to xenobiotic
Slc22a1	current symbol	MGI:108111	17	-	12867756	12894716	MP:0008875	abnormal xenobiotic pharmacokinetics
Slc22a1	current symbol	MGI:108111	17	-	12867756	12894716	MP:0013277	abnormal fasting circulating glucose level
Slc22a1	current symbol	MGI:108111	17	-	12867756	12894716	MP:0020101	abnormal hepatic glucose production
Galnt11	current symbol	MGI:2444392	5	+	25427732	25470916	MP:0000182	increased circulating LDL cholesterol level
Galnt11	current symbol	MGI:2444392	5	+	25427732	25470916	MP:0001265	decreased body size
Galnt11	current symbol	MGI:2444392	5	+	25427732	25470916	MP:0002083	premature death
Galnt11	current symbol	MGI:2444392	5	+	25427732	25470916	MP:0002871	albuminuria
Galnt11	current symbol	MGI:2444392	5	+	25427732	25470916	MP:0002962	increased urine protein level
